customer_id,region,age,income,tenure_months,web_user,freq_last_3m,avg_ticket,prior_spend_3m,treatment,propensity,true_hte_ticket_mult,post_spend_3m
2767,South,42,41710.5,58,0,12,26.39,284.63,1,0.313,2.667,276.46
2768,East,60,71885.88,60,1,8,37.69,391.07,0,0.4041,3.031,361.36
2769,West,52,46971.24,46,0,3,25.93,71.29,0,0.1846,2.67,127.56
2770,West,27,36530.3,16,1,2,29.18,58.1,0,0.2585,2.865,70.97
2771,North,28,18628.94,8,1,6,53.47,281.19,0,0.3884,2.686,273.74
2772,West,68,65704.59,52,1,8,65.56,454.98,0,0.4873,3.093,521.37
2773,West,47,43948.74,24,0,11,56.35,612.75,0,0.3701,2.689,612.94
2774,North,33,18648.99,1,1,9,38.33,363.72,0,0.3953,2.736,375.85
2775,West,26,31136.01,2,1,5,37.21,215.55,0,0.316,2.811,210.88
2776,South,25,25836.93,40,1,2,47.23,86.26,0,0.3073,2.758,100.85
2777,East,70,43023.85,60,1,9,36.22,296.83,1,0.4192,2.98,462.91
2778,East,73,48110.08,26,1,3,17.89,64.01,1,0.2517,2.981,195.64
2779,South,40,37451.74,71,1,3,56.83,211.24,1,0.3582,2.875,354.47
2780,North,29,56655.7,28,1,7,20.75,143.4,0,0.3319,3.117,102.7
2781,North,41,46182.03,53,1,5,49.49,264.76,0,0.386,2.962,263.02
2782,North,25,60934.69,18,0,7,44.12,386.16,0,0.269,2.841,394.3
2783,East,49,39642.09,44,0,7,57.32,560.64,1,0.3091,2.646,733.17
2784,South,53,90679.88,20,0,10,45.35,482.0,0,0.3104,2.543,453.09
2785,North,74,36532.67,56,1,2,27.95,62.21,0,0.277,2.865,66.19
2786,East,36,31450.05,33,1,5,48.02,244.91,0,0.3661,2.815,273.73
2787,East,29,29605.49,3,1,9,30.64,214.53,1,0.3685,2.846,274.25
2788,East,25,41835.89,18,0,9,23.27,220.32,0,0.246,2.668,212.14
2789,West,39,19206.96,26,1,4,13.02,62.8,1,0.2581,2.692,108.56
2790,South,52,49418.44,34,1,3,33.52,89.19,0,0.2868,2.994,94.1
2791,West,21,16420.44,20,0,11,14.74,117.01,0,0.2604,2.414,165.51
2792,North,61,47425.06,41,0,7,52.24,398.08,1,0.3014,2.724,542.5
2793,East,44,24731.22,69,1,4,16.15,47.58,1,0.2765,2.747,88.22
2794,West,63,39280.6,51,0,11,30.44,255.87,0,0.3135,2.643,247.83
2795,West,44,54068.11,23,1,10,30.95,233.63,1,0.4086,3.091,412.94
2796,East,26,79560.57,49,1,6,37.06,155.56,1,0.3615,2.904,223.92
2797,East,19,28829.99,69,1,7,24.59,199.45,1,0.3496,2.838,212.18
2798,South,49,42745.24,18,0,10,48.62,496.26,0,0.3174,2.677,431.91
2799,East,48,34143.62,17,1,7,36.96,338.51,0,0.3615,2.891,335.04
2800,West,64,31951.95,3,0,11,34.79,424.84,0,0.2959,2.57,441.41
2801,West,68,34275.4,60,1,6,27.2,213.64,0,0.3402,2.843,209.4
2802,South,27,57361.0,60,0,7,41.6,263.05,1,0.2686,2.824,356.01
2803,North,35,37679.16,30,0,5,51.77,272.91,0,0.2627,2.577,246.76
2804,East,29,78739.69,62,0,9,67.34,490.23,1,0.3772,2.663,592.74
2805,North,24,51239.69,47,0,5,23.71,113.6,0,0.2088,2.712,170.99
2806,North,18,29849.84,70,0,7,33.36,283.79,0,0.2621,2.548,272.14
2807,South,22,39499.42,66,0,6,12.12,72.25,1,0.1929,2.595,118.82
2808,East,47,32972.3,69,1,8,43.16,333.1,0,0.4212,2.88,347.83
2809,North,26,57001.03,28,0,5,18.62,92.78,1,0.1923,2.77,197.16
2810,North,29,20418.31,46,1,8,38.31,313.04,1,0.4088,2.754,404.85
2811,North,24,24885.73,12,1,1,49.82,50.9,1,0.2927,2.749,174.79
2812,West,59,36126.81,64,1,3,30.06,108.2,0,0.2962,2.861,114.75
2813,East,54,55244.2,23,1,6,23.81,127.43,1,0.3128,3.052,203.21
2814,North,72,63495.9,32,1,5,50.82,246.21,0,0.3803,3.065,229.44
2815,North,24,65708.13,43,1,6,43.53,265.01,0,0.3843,3.043,223.6
2816,East,29,52947.02,56,1,6,21.44,111.22,0,0.3214,3.029,130.38
2817,South,43,43756.66,52,0,3,36.68,102.66,0,0.1995,2.638,147.99
2818,East,54,56919.39,68,0,3,24.76,82.8,0,0.1841,2.769,144.52
2819,South,25,27832.49,51,1,7,47.73,292.79,1,0.4042,2.828,394.9
2820,West,30,17330.14,57,0,6,36.48,309.91,0,0.249,2.373,351.38
2821,South,42,51549.56,41,1,6,53.33,398.55,0,0.3971,3.015,345.04
2822,East,19,29914.82,30,1,8,23.82,195.63,1,0.3527,2.849,268.39
2823,North,40,44020.4,65,0,5,37.73,204.91,1,0.2415,2.64,337.78
2824,West,61,46794.41,27,0,11,34.85,427.69,1,0.3141,2.718,521.06
2825,West,48,48721.79,45,0,6,38.06,247.52,1,0.2494,2.687,387.93
2826,East,42,59066.87,21,1,11,28.2,314.69,1,0.4156,3.141,364.66
2827,South,45,57481.13,35,1,8,7.99,90.28,0,0.3069,3.125,93.69
2828,North,71,47925.0,27,1,5,43.15,192.5,0,0.3558,2.979,191.17
2829,West,47,38369.77,19,0,4,35.64,134.3,0,0.2049,2.584,173.77
2830,East,48,46616.43,59,1,5,25.02,126.49,0,0.314,2.966,125.72
2831,North,71,36056.84,55,1,8,28.98,254.26,0,0.3851,2.911,261.26
2832,South,26,42053.57,50,1,6,20.97,163.78,0,0.312,2.921,156.11
2833,South,23,84272.6,6,0,7,12.7,88.88,1,0.1852,2.607,140.52
2834,West,43,47732.85,18,1,6,47.46,309.5,0,0.3758,2.977,277.01
2835,East,36,51753.68,16,0,7,41.86,309.96,1,0.2566,2.768,382.35
2836,East,29,34417.79,51,1,10,18.78,185.51,0,0.3857,2.894,173.63
2837,East,24,60301.1,64,1,3,65.3,232.38,0,0.3883,3.097,200.67
2838,South,68,56404.09,27,1,7,21.48,160.01,1,0.3201,3.114,223.78
2839,South,53,56510.29,24,1,6,43.57,300.22,0,0.3596,3.065,312.77
2840,North,57,48223.37,40,0,4,35.04,134.02,0,0.216,2.682,102.57
2841,West,24,60512.85,71,0,6,19.84,109.41,0,0.215,2.795,104.35
2842,South,37,64075.28,27,1,6,39.2,223.07,0,0.3496,3.059,284.05
2843,South,53,49246.48,20,1,4,32.79,137.03,0,0.2934,2.992,86.25
2844,North,48,43280.81,38,1,4,27.36,127.77,0,0.3025,2.933,102.67
2845,North,57,58418.56,66,0,8,50.83,534.53,0,0.3215,2.834,516.53
2846,East,56,31438.12,52,0,2,42.49,87.2,0,0.2027,2.514,48.33
2847,North,41,34230.6,37,0,8,43.63,446.6,0,0.2947,2.592,423.25
2848,North,62,44200.49,52,1,4,32.42,141.85,0,0.3207,2.942,199.95
2849,West,32,18879.64,2,1,4,39.23,141.17,0,0.3041,2.689,126.65
2850,South,22,57413.93,54,0,5,34.68,176.48,0,0.2225,2.774,148.42
2851,South,70,30556.29,7,1,5,40.99,228.6,0,0.3213,2.806,175.71
2852,South,19,37927.63,28,0,7,23.34,184.14,0,0.2178,2.629,156.44
2853,West,34,41800.81,25,0,5,6.51,30.21,0,0.167,2.618,36.94
2854,South,24,45589.3,50,0,9,51.27,436.82,0,0.3237,2.706,478.07
2855,West,31,39845.2,18,0,6,34.82,198.43,0,0.2298,2.598,192.62
2856,West,40,43989.43,17,1,7,41.86,284.34,0,0.378,2.99,273.01
2857,East,25,44105.59,63,0,8,26.79,224.11,0,0.2559,2.691,220.66
2858,South,44,38294.54,34,1,5,32.31,207.33,1,0.3175,2.883,270.75
2859,East,70,33402.08,53,0,5,53.24,249.4,0,0.2691,2.534,175.32
2860,South,25,61222.11,42,1,6,39.37,178.11,1,0.3582,3.088,342.85
2861,South,70,15000.0,45,0,9,61.46,411.74,0,0.3492,2.4,412.12
2862,East,41,41914.27,49,0,4,45.7,205.19,0,0.2359,2.619,237.17
2863,South,51,37966.51,48,1,8,26.98,198.21,0,0.3632,2.93,204.91
2864,North,43,51281.87,65,1,3,40.3,125.79,1,0.3265,3.013,290.48
2865,South,36,23185.61,56,1,8,55.19,394.64,1,0.4471,2.782,483.25
2866,North,24,37503.22,22,0,3,37.64,110.42,0,0.2003,2.575,121.04
2867,South,51,43464.6,13,0,4,42.75,162.64,0,0.2085,2.635,179.24
2868,East,70,61051.1,61,1,6,51.95,279.61,0,0.4069,3.089,313.59
2869,West,47,49982.77,27,0,8,6.85,65.01,0,0.2047,2.75,90.9
2870,North,52,27247.68,23,0,6,43.42,311.68,0,0.255,2.472,317.09
2871,East,54,37687.85,8,0,15,51.16,841.08,0,0.4154,2.627,792.64
2872,South,40,58290.77,40,0,5,25.79,168.48,0,0.201,2.783,123.84
2873,North,24,26988.38,37,0,5,47.54,190.81,0,0.2563,2.47,176.36
2874,North,46,43820.34,59,0,12,34.94,405.98,1,0.3492,2.688,472.2
2875,North,67,44863.19,54,1,6,14.69,83.55,0,0.3099,2.949,122.85
2876,North,35,39213.25,52,0,7,44.49,344.55,1,0.2858,2.642,467.31
2877,South,67,85436.28,39,1,5,34.89,141.44,0,0.3267,2.846,190.76
2878,South,66,38809.03,62,0,5,34.11,187.61,1,0.2227,2.588,289.94
2879,East,31,51746.48,70,0,4,42.75,134.0,0,0.2328,2.717,132.78
2880,North,50,33505.48,58,0,5,23.61,131.29,0,0.2109,2.535,178.44
2881,North,60,52916.22,25,1,5,44.26,259.65,0,0.3576,3.029,220.0
2882,North,46,58061.81,20,1,7,24.05,139.78,0,0.3354,3.131,140.35
2883,East,57,36180.54,1,1,6,53.15,301.36,0,0.3736,2.862,264.77
2884,South,69,44179.47,71,0,11,48.67,630.93,0,0.3563,2.692,558.33
2885,East,53,31570.8,53,0,3,53.45,193.84,1,0.2393,2.516,295.74
2886,North,65,27833.94,67,1,4,40.57,127.53,1,0.3453,2.778,230.44
2887,North,63,60551.93,56,1,6,29.92,189.63,0,0.3508,3.094,199.94
2888,West,64,36689.99,31,0,5,26.35,144.66,0,0.2055,2.567,139.23
2889,North,66,15000.0,11,1,5,25.63,127.99,0,0.2981,2.65,145.56
2890,North,30,71480.34,4,1,10,32.93,400.22,0,0.4021,3.035,392.49
2891,North,19,32968.57,57,1,3,26.76,73.71,0,0.2906,2.83,15.41
2892,West,26,41304.4,22,0,4,38.9,145.91,0,0.2129,2.613,154.07
2893,East,32,69613.6,27,1,5,25.34,114.15,0,0.3021,3.004,98.44
2894,East,57,42873.87,60,0,7,27.53,199.84,1,0.2422,2.679,225.29
2895,West,47,42549.95,35,1,3,30.43,87.61,0,0.2883,2.925,103.2
2896,North,44,26577.4,68,1,9,25.69,261.42,1,0.397,2.816,334.42
2897,West,18,20477.49,39,0,5,30.89,146.42,1,0.2177,2.405,228.51
2898,North,56,42504.21,60,0,7,42.01,286.73,0,0.2815,2.675,303.79
2899,East,38,50442.15,9,1,9,24.39,227.87,1,0.3569,3.054,280.72
2900,South,61,49582.88,29,0,4,20.55,72.63,0,0.1752,2.696,51.82
2901,South,24,37781.08,14,0,1,32.86,38.13,0,0.156,2.578,46.3
2902,West,34,45303.87,5,0,5,21.33,118.47,0,0.1824,2.653,110.76
2903,North,21,17441.85,71,1,3,51.04,169.34,0,0.356,2.674,254.33
2904,West,34,51902.51,37,1,8,26.62,182.04,0,0.3671,3.069,179.83
2905,South,70,47421.09,26,1,5,35.58,220.56,0,0.3214,2.974,215.99
2906,East,45,74604.91,27,0,3,40.45,88.62,0,0.2033,2.654,70.48
2907,West,43,45112.19,18,0,6,19.85,133.32,0,0.1996,2.651,106.55
2908,North,33,30859.96,9,1,7,24.86,179.11,1,0.3289,2.859,203.55
2909,West,33,44239.15,65,1,5,27.44,152.06,1,0.3238,2.942,224.29
2910,East,56,40083.0,8,1,10,44.39,433.22,0,0.4322,2.951,406.19
2911,East,74,51520.62,28,1,5,56.98,290.86,1,0.3882,3.015,486.47
2912,North,60,45403.38,11,0,6,57.27,382.55,1,0.2795,2.654,511.91
2913,East,60,26100.8,67,1,9,50.28,456.22,0,0.4618,2.811,420.37
2914,East,44,20463.85,15,0,10,20.12,209.38,0,0.252,2.455,215.41
2915,South,23,48943.62,28,1,3,24.48,76.79,0,0.2622,2.989,77.49
2916,North,59,65746.72,54,0,9,51.65,621.74,1,0.3391,2.793,757.11
2917,North,64,46190.22,41,0,4,53.31,163.92,0,0.2558,2.662,211.44
2918,West,47,57199.46,28,1,2,44.55,107.17,0,0.3032,3.072,110.17
2919,North,23,60192.14,41,0,5,44.67,240.4,0,0.2513,2.798,206.44
2920,East,58,49001.88,32,0,8,29.85,252.59,0,0.2536,2.74,241.93
2921,West,70,32782.63,21,0,9,55.59,409.1,0,0.3296,2.578,396.56
2922,North,30,47929.62,43,1,10,26.23,309.83,0,0.4112,3.029,260.52
2923,North,27,63106.09,26,1,4,15.67,52.56,1,0.2678,3.069,103.15
2924,East,60,52948.36,69,1,13,44.62,713.01,0,0.5249,3.079,620.77
2925,North,36,56223.68,33,0,7,28.01,181.71,1,0.2406,2.812,274.93
2926,East,58,38061.81,54,1,9,19.42,214.83,0,0.3696,2.931,179.1
2927,East,58,41964.69,17,0,9,45.54,369.65,0,0.2982,2.67,343.76
2928,East,33,43219.09,46,1,5,13.06,56.7,0,0.2805,2.932,60.76
2929,South,20,44229.93,40,0,3,40.45,120.58,0,0.2035,2.642,82.06
2930,East,49,62519.37,53,1,6,29.64,159.48,1,0.3424,3.075,252.98
2931,East,41,15000.0,33,1,7,54.22,369.12,1,0.4219,2.7,465.41
2932,North,66,45458.07,52,1,5,40.49,255.27,0,0.3604,2.955,295.03
2933,East,38,43807.55,5,0,8,47.89,354.35,0,0.2782,2.688,378.46
2934,West,32,24427.48,50,0,6,21.99,136.43,0,0.2165,2.444,174.05
2935,East,67,55076.51,54,1,6,14.67,109.75,0,0.3034,3.051,120.11
2936,South,59,34132.5,36,1,6,30.65,191.96,1,0.3317,2.841,285.76
2937,South,53,39644.51,3,0,7,42.34,348.8,0,0.2427,2.646,325.74
2938,North,72,72731.73,41,1,8,35.86,313.07,1,0.3995,3.023,429.48
2939,North,62,60149.6,56,1,8,48.81,452.1,0,0.443,3.149,479.76
2940,North,67,53617.3,33,0,9,41.56,373.22,0,0.3043,2.786,330.76
2941,West,63,50711.65,7,1,3,22.41,73.62,1,0.2518,3.007,161.8
2942,North,40,42529.8,29,1,9,40.58,467.12,1,0.4258,2.975,512.86
2943,West,21,74990.66,71,1,10,37.06,355.18,1,0.4456,3.0,438.37
2944,North,52,57032.51,20,0,3,50.25,161.4,0,0.2245,2.77,162.84
2945,South,61,33756.75,38,1,3,23.89,64.93,0,0.2656,2.838,80.95
2946,South,74,23998.47,26,0,6,27.04,188.76,0,0.2109,2.44,206.3
2947,South,56,53502.57,51,1,8,39.76,240.9,1,0.4004,3.085,396.66
2948,West,50,44161.96,31,0,8,51.97,400.5,0,0.309,2.692,338.93
2949,West,50,23565.93,28,1,8,32.61,302.28,1,0.3787,2.786,408.12
2950,West,24,51428.79,42,1,5,42.16,207.61,0,0.3571,3.014,257.35
2951,North,18,40964.59,41,1,4,35.42,104.73,0,0.3246,2.91,100.91
2952,West,20,52959.97,36,1,2,34.49,61.54,0,0.2824,3.03,53.71
2953,North,69,51626.1,19,1,8,48.82,353.5,1,0.4231,3.066,498.17
2954,West,63,35876.04,8,0,3,36.32,135.51,0,0.1873,2.559,136.04
2955,East,32,54492.67,50,0,7,29.69,234.05,0,0.2449,2.795,224.21
2956,South,42,37531.42,25,0,2,28.98,66.16,0,0.1653,2.575,117.05
2957,North,45,38506.77,44,1,9,31.31,231.9,0,0.407,2.935,305.36
2958,North,32,37015.93,27,0,7,26.7,188.38,0,0.2349,2.62,182.67
2959,North,42,61964.62,61,1,11,32.14,438.76,1,0.454,3.13,591.75
2960,West,37,40791.41,51,0,4,35.71,163.08,1,0.2175,2.608,247.55
2961,West,57,65586.65,29,0,11,38.44,393.76,1,0.3247,2.794,509.42
2962,West,61,71752.27,24,1,2,23.18,52.16,0,0.2498,2.982,32.38
2963,North,23,33919.21,54,1,1,29.95,24.4,0,0.2655,2.839,13.43
2964,East,44,15000.0,1,0,7,30.54,187.87,0,0.2213,2.4,179.97
2965,South,74,60667.64,5,1,5,25.84,93.65,0,0.2814,3.093,127.15
2966,East,67,39870.42,6,0,4,28.05,111.12,0,0.1814,2.599,125.24
2967,South,63,32007.2,25,0,7,45.81,353.49,0,0.2655,2.57,289.27
2968,South,59,36169.23,36,1,9,51.37,398.87,0,0.4472,2.912,341.29
2969,East,18,38777.79,21,1,8,31.24,248.34,0,0.3672,2.938,192.11
2970,North,73,64457.9,14,1,9,26.47,209.96,0,0.3739,3.105,224.61
2971,South,59,47398.67,23,0,8,34.02,250.05,0,0.2526,2.724,249.75
2972,East,68,64253.98,36,1,4,36.01,122.49,0,0.3173,3.057,133.67
2973,North,69,52413.3,22,1,6,43.3,310.11,0,0.3713,3.024,307.35
2974,West,32,40361.54,41,1,7,30.24,191.3,1,0.3606,2.954,258.88
2975,East,18,39144.64,28,0,9,28.5,248.75,1,0.2638,2.641,325.26
2976,West,55,53424.13,67,0,7,64.42,418.7,0,0.3359,2.784,443.27
2977,East,44,57306.38,71,0,1,19.48,20.54,0,0.153,2.773,50.6
2978,East,19,59951.89,47,0,6,45.81,379.58,0,0.2656,2.8,326.41
2979,East,33,41076.92,40,0,8,52.88,602.9,1,0.3132,2.661,695.8
2980,West,74,47628.09,3,0,8,31.95,249.12,0,0.2422,2.726,228.08
2981,East,38,53760.61,45,1,7,40.28,301.7,1,0.3877,3.088,443.42
2982,South,32,39240.52,28,1,1,14.88,17.14,0,0.2125,2.892,5.0
2983,North,55,27975.9,21,0,4,35.3,168.85,0,0.2082,2.48,179.41
2984,East,55,32905.93,57,1,4,48.91,215.81,1,0.3597,2.829,342.26
2985,North,36,41384.47,3,1,7,36.45,299.4,1,0.3546,2.964,377.86
2986,North,66,54933.11,19,0,8,35.46,303.4,0,0.265,2.799,304.93
2987,North,51,63884.66,55,0,4,55.81,203.88,0,0.2658,2.761,200.12
2988,East,27,24659.29,66,1,8,44.83,420.54,1,0.4258,2.797,547.93
2989,North,36,36039.82,37,1,2,43.5,89.48,1,0.3092,2.86,210.53
2990,East,66,39632.06,38,1,8,25.27,213.9,1,0.3611,2.946,253.44
2991,West,23,56920.76,69,1,5,5.66,22.78,0,0.2698,3.069,30.74
2992,West,18,37078.34,7,1,6,39.48,211.39,0,0.3444,2.871,217.19
2993,South,55,38554.01,35,1,5,35.07,166.6,0,0.3252,2.886,186.06
2994,East,43,23820.11,18,0,6,44.15,287.95,0,0.248,2.438,274.32
2995,East,32,52251.11,34,1,3,36.5,139.85,0,0.3005,3.023,168.54
2996,South,44,42579.01,65,1,4,35.53,159.86,0,0.3184,2.926,120.23
2997,East,28,35189.32,43,0,8,35.37,277.43,0,0.271,2.602,300.22
2998,North,39,41107.3,71,1,7,21.68,130.48,0,0.3486,2.961,157.34
2999,West,31,61904.93,36,1,7,12.86,107.57,1,0.3117,3.131,142.66
3000,North,51,29926.7,62,1,4,24.37,102.92,0,0.3022,2.799,145.17
3001,West,56,32375.11,13,0,1,21.77,11.49,1,0.1439,2.524,90.33
3002,East,70,63783.79,23,1,4,34.45,160.43,0,0.3058,3.062,202.26
3003,North,21,46136.62,20,1,8,15.4,131.1,1,0.3301,3.011,163.54
3004,East,36,55046.31,55,1,4,29.29,80.3,0,0.307,3.05,69.63
3005,North,33,51026.28,37,0,2,58.15,128.07,0,0.2354,2.71,152.89
3006,West,51,44469.98,16,0,8,34.11,278.43,1,0.2564,2.695,366.48
3007,East,48,39775.51,13,0,2,35.58,57.66,0,0.1751,2.598,25.86
3008,North,68,57473.37,28,0,5,35.19,231.1,0,0.2251,2.775,287.42
3009,North,70,62435.05,11,1,4,37.54,161.21,1,0.3114,3.076,335.9
3010,West,62,61262.83,50,1,3,28.68,80.46,0,0.2899,3.087,96.19
3011,South,29,27217.93,61,1,4,33.02,117.56,0,0.3113,2.772,101.02
3012,West,20,64573.67,69,1,5,28.5,139.47,0,0.327,3.054,123.54
3013,West,69,39630.97,17,1,4,17.08,67.23,0,0.262,2.896,90.41
3014,East,71,33674.56,32,1,6,49.08,322.12,1,0.3872,2.837,494.44
3015,South,32,42460.08,36,0,4,24.41,94.88,1,0.1846,2.625,244.17
3016,East,20,57466.93,36,0,3,54.21,153.75,0,0.2354,2.775,147.47
3017,West,56,53106.96,33,1,9,25.82,239.65,0,0.3814,3.081,227.4
3018,North,51,41169.2,16,1,6,18.7,105.67,0,0.3012,2.912,112.44
3019,South,68,57564.99,8,1,5,58.23,288.24,1,0.3689,3.076,470.72
3020,North,50,47097.91,29,1,9,17.24,188.51,0,0.3592,3.021,168.57
3021,South,61,36405.43,7,1,5,7.82,36.57,0,0.2413,2.864,8.17
3022,East,62,34379.47,5,1,5,17.64,86.55,1,0.2677,2.844,139.94
3023,South,18,51153.52,38,1,3,33.35,88.58,1,0.2883,3.012,204.04
3024,East,26,43762.23,61,0,4,18.95,88.35,0,0.185,2.638,147.66
3025,South,62,24367.42,39,1,5,28.25,105.45,0,0.3094,2.744,80.13
3026,North,28,57707.42,2,1,6,10.6,55.67,0,0.2703,3.077,104.8
3027,South,29,37795.87,60,1,9,48.05,478.75,0,0.4466,2.928,448.68
3028,West,60,68881.79,49,1,4,40.04,156.54,0,0.336,3.011,153.12
3029,East,29,23955.15,22,1,6,19.81,134.6,1,0.3019,2.74,147.35
3030,South,26,42289.37,20,0,6,7.21,42.03,0,0.1714,2.623,65.08
3031,West,18,34500.33,64,1,3,24.15,65.16,1,0.2817,2.845,151.57
3032,North,44,30368.66,34,1,4,42.8,168.07,0,0.3409,2.804,241.4
3033,South,54,37698.14,11,0,2,47.92,77.27,0,0.1917,2.577,78.07
3034,North,59,71558.51,20,1,12,32.17,338.25,1,0.4535,3.034,477.02
3035,West,69,47150.55,19,1,10,28.98,329.5,0,0.3999,3.022,311.34
3036,East,55,33124.38,29,0,3,28.06,80.9,0,0.1811,2.531,80.28
3037,East,61,17570.57,25,1,4,38.65,153.91,1,0.318,2.676,211.02
3038,North,30,19179.56,39,0,9,45.58,417.87,0,0.3176,2.442,436.32
3039,North,37,36953.05,23,1,8,33.28,203.62,0,0.3814,2.92,211.75
3040,East,35,35494.68,46,0,4,30.51,93.52,0,0.2039,2.555,101.91
3041,South,21,41639.24,35,1,5,44.37,234.54,0,0.3502,2.916,219.48
3042,West,73,15000.0,67,0,7,52.93,347.72,1,0.3059,2.4,470.42
3043,West,31,43624.78,59,0,13,31.56,396.74,0,0.3541,2.686,360.73
3044,South,43,60415.95,24,0,9,36.02,354.09,0,0.2733,2.846,352.76
3045,East,38,69342.62,3,0,9,25.98,201.06,1,0.2415,2.757,245.63
3046,West,20,16583.31,42,0,12,35.96,394.87,0,0.3425,2.416,375.44
3047,South,69,32979.11,25,1,5,23.88,113.09,0,0.291,2.83,134.29
3048,East,30,32186.49,65,1,4,52.06,218.76,0,0.3699,2.822,258.31
3049,West,23,47185.82,29,1,3,45.63,129.52,0,0.3238,2.972,140.53
3050,North,37,26703.41,21,1,5,55.84,252.72,0,0.3872,2.767,289.88
3051,West,26,70233.95,25,1,5,28.28,177.32,0,0.311,2.998,177.38
3052,North,74,45652.84,62,0,10,59.84,602.03,1,0.382,2.707,705.04
3053,East,28,43152.81,8,0,4,37.93,166.64,0,0.2009,2.632,230.55
3054,West,35,68890.71,68,0,8,33.39,194.65,0,0.2742,2.761,193.01
3055,East,33,44759.29,17,1,5,50.1,202.09,1,0.3609,2.948,377.92
3056,South,19,51004.55,61,0,6,22.75,148.52,0,0.213,2.71,131.35
3057,East,18,33738.03,39,0,3,35.4,102.37,0,0.1983,2.537,124.5
3058,North,47,24442.47,41,0,5,33.12,156.02,0,0.2261,2.444,173.1
3059,North,31,35844.58,15,0,6,40.01,205.84,0,0.2424,2.558,208.24
3060,South,22,77804.64,52,1,8,29.68,272.1,0,0.3721,2.972,324.27
3061,East,34,54495.31,47,1,8,28.53,250.62,0,0.3741,3.095,259.33
3062,South,33,49118.02,35,0,5,30.43,150.67,0,0.2083,2.691,141.07
3063,North,42,30354.4,33,0,5,31.51,163.38,0,0.2197,2.504,216.3
3064,West,74,58668.76,43,0,8,35.94,274.4,1,0.2748,2.837,317.61
3065,South,35,24634.6,34,0,6,50.46,271.68,1,0.2655,2.446,343.09
3066,South,58,21494.15,70,0,4,9.12,33.65,0,0.1644,2.415,71.99
3067,South,61,36616.69,3,0,6,44.2,295.59,0,0.2322,2.566,292.32
3068,North,20,74317.36,18,0,4,29.33,110.39,1,0.1951,2.657,181.09
3069,East,46,73468.41,61,0,8,32.85,265.09,0,0.2698,2.715,272.04
3070,South,43,38231.45,57,1,6,21.96,123.27,0,0.3164,2.882,160.14
3071,North,46,34887.01,25,1,6,35.55,243.39,1,0.352,2.849,311.92
3072,West,27,20394.57,36,1,2,30.3,54.7,0,0.2724,2.704,62.55
3073,West,44,46170.46,2,1,5,32.3,198.5,1,0.3035,2.962,294.64
3074,East,25,47430.19,13,0,9,42.0,345.47,1,0.2865,2.724,456.81
3075,West,71,56843.34,68,0,5,42.62,194.83,0,0.2493,2.768,215.64
3076,West,51,58660.61,46,1,9,52.04,609.1,0,0.4645,3.137,513.19
3077,South,19,42038.67,3,1,9,27.89,210.87,1,0.354,2.97,307.79
3078,East,46,53340.42,57,1,5,43.19,214.73,1,0.3623,3.033,287.02
3079,East,70,34490.42,29,0,3,42.6,147.2,0,0.2084,2.545,150.7
3080,South,60,53055.64,41,0,10,36.05,277.06,0,0.2984,2.781,239.77
3081,North,33,37391.52,61,1,7,55.23,401.55,1,0.4434,2.924,553.7
3082,North,68,51891.88,60,1,4,27.34,84.12,0,0.3094,3.019,117.66
3083,East,28,50677.52,10,1,4,36.81,148.05,1,0.3023,3.007,263.69
3084,West,32,46032.05,26,1,6,38.66,302.79,0,0.357,2.96,272.85
3085,West,26,56918.1,20,0,8,20.63,106.81,0,0.2292,2.819,76.69
3086,South,70,21444.01,65,0,10,50.18,496.11,0,0.3418,2.464,468.85
3087,North,58,29026.26,56,1,5,33.72,157.1,1,0.343,2.79,246.1
3088,South,47,40949.1,47,1,11,40.25,375.83,0,0.4591,2.959,370.99
3089,East,56,23351.05,5,1,5,53.96,207.87,0,0.3612,2.734,195.33
3090,West,32,38897.03,58,1,8,37.58,350.2,1,0.4062,2.939,489.15
3091,West,22,39380.55,40,1,3,35.48,109.61,0,0.3033,2.894,116.96
3092,West,66,64645.26,20,1,6,35.8,154.89,0,0.345,3.054,188.08
3093,West,72,47138.01,32,1,8,22.94,157.61,0,0.3542,3.021,148.91
3094,West,20,60441.44,32,0,3,30.43,83.78,1,0.1884,2.796,199.02
3095,South,20,49525.12,22,1,6,33.18,152.17,0,0.3301,2.995,172.74
3096,North,49,36964.99,65,0,5,36.18,183.27,0,0.2381,2.57,167.17
3097,North,20,47005.75,66,1,6,51.54,321.09,0,0.4138,2.97,267.42
3098,South,59,55941.4,4,1,5,46.15,239.08,1,0.3322,3.059,413.16
3099,South,71,62901.02,67,1,5,27.95,182.1,1,0.3162,3.071,255.07
3100,North,33,43015.35,29,1,5,34.72,149.09,1,0.3342,2.93,238.43
3101,West,34,20287.34,57,1,10,51.81,481.34,1,0.4875,2.753,590.95
3102,North,67,19232.97,56,0,9,14.31,118.63,1,0.2473,2.442,138.35
3103,West,38,40103.81,43,0,5,32.27,182.04,0,0.2219,2.601,201.66
3104,West,31,15000.0,53,1,7,19.33,150.4,0,0.3353,2.7,154.44
3105,East,22,71926.57,49,1,8,64.32,427.3,0,0.4795,3.031,409.07
3106,East,65,53954.0,61,1,5,44.27,269.32,1,0.3661,3.04,431.94
